,timestamps,emg_signal
0,1694224163.9,519.8930544026772
1,1694224163.92,516.7551705964655
2,1694224163.92,520.903541071545
3,1694224163.94,518.6108549997498
4,1694224163.95,521.7865355089609
5,1694224163.97,518.5631354076733
6,1694224163.98,521.6508072350003
7,1694224164.0,520.1025347719997
8,1694224164.0,522.5839488762828
9,1694224164.02,523.764930458642
10,1694224164.04,514.2732162184859
11,1694224164.05,516.749855621279
12,1694224164.07,524.864001857157
13,1694224164.07,521.2944854860896
14,1694224164.09,518.430481947327
15,1694224164.11,517.5122328646506
16,1694224164.12,517.6765033874959
17,1694224164.13,519.0543657231248
18,1694224164.15,520.905596044528
19,1694224164.15,517.3625253132143
20,1694224164.17,517.7046239777092
21,1694224164.19,518.531481619228
22,1694224164.2,514.3135505731917
23,1694224164.22,525.8905518308528
24,1694224164.23,524.7293673543606
25,1694224164.24,518.2938670723594
26,1694224164.26,533.3105743558085
27,1694224164.26,516.5004377504397
28,1694224164.28,523.6774015409409
29,1694224164.29,526.8529565049431
30,1694224164.31,517.8691064337355
31,1694224164.32,519.0761436001603
32,1694224164.34,518.692313238852
33,1694224164.36,516.2883230077604
34,1694224164.37,515.572343863548
35,1694224164.37,516.9186304173974
36,1694224164.39,515.930710273373
37,1694224164.41,515.05736465146
38,1694224164.43,516.0425025862182
39,1694224164.43,517.9662323965797
40,1694224164.44,520.6152125980893
41,1694224164.46,510.7410162774538
42,1694224164.48,511.67189002014885
43,1694224164.5,514.5776827212665
44,1694224164.51,523.8774396294602
45,1694224164.51,521.4127508262787
46,1694224164.54,526.6430977728936
47,1694224164.55,517.3682278210557
48,1694224164.55,517.1165425012639
49,1694224164.57,523.111909798943
50,1694224164.58,525.0312111619311
51,1694224164.61,517.1724430403198
52,1694224164.62,521.9569575795385
53,1694224164.62,517.8984717475857
54,1694224164.64,523.0040340814869
55,1694224164.66,525.4500828077017
56,1694224164.67,526.3381861020262
57,1694224164.68,529.7165049248564
58,1694224164.7,522.1067090855352
59,1694224164.71,522.1109498938407
60,1694224164.73,522.0451141345944
61,1694224164.74,522.7502445135073
62,1694224164.75,525.6655619014813
63,1694224164.77,521.6234894867691
64,1694224164.78,520.7307892717629
65,1694224164.8,521.6221198929677
66,1694224164.81,522.3483733945548
67,1694224164.82,524.8715693814122
68,1694224164.83,518.1951689940813
69,1694224164.84,519.9117755054613
70,1694224164.86,525.7170598250092
71,1694224164.87,530.5430112078153
72,1694224164.89,527.7277079063173
73,1694224164.91,523.0659625473849
74,1694224164.91,522.2402773436703
75,1694224164.92,520.497217757004
76,1694224164.95,521.187544856097
77,1694224164.96,519.419476287466
78,1694224164.97,521.8928586897505
79,1694224164.99,518.4550355509156
80,1694224164.99,518.1476384229708
81,1694224165.01,513.1643290389063
82,1694224165.03,512.3303976572829
83,1694224165.04,506.2180045681998
84,1694224165.06,510.9393471526471
85,1694224165.07,522.9590639906593
86,1694224165.07,514.2783210834034
87,1694224165.09,522.2862575733727
88,1694224165.11,529.2515583321838
89,1694224165.12,531.1656007215055
90,1694224165.13,543.8668316168779
91,1694224165.15,537.5023330202426
92,1694224165.15,544.4169930821386
93,1694224165.18,542.2125201044305
94,1694224165.18,545.2092698683309
95,1694224165.21,547.4597588662411
96,1694224165.22,543.8557953735286
97,1694224165.24,548.0061997737499
98,1694224165.25,537.8975359588096
99,1694224165.26,539.2395116117148
100,1694224165.28,534.3942581084268
101,1694224165.28,537.9501696785466
102,1694224165.3,535.4986520885153
103,1694224165.32,530.3396724869832
104,1694224165.33,527.2217202222513
105,1694224165.34,526.6896954230497
106,1694224165.36,520.8837935963464
107,1694224165.37,520.5096607553481
108,1694224165.39,511.8240343399104
109,1694224165.4,513.3617929012272
110,1694224165.42,514.1411476411245
111,1694224165.43,517.3755755861589
112,1694224165.44,514.1965670077365
113,1694224165.44,510.30606558664016
114,1694224165.46,522.9786072224689
115,1694224165.47,517.1796893075043
116,1694224165.5,523.6195999132398
117,1694224165.51,533.5099960043719
118,1694224165.52,530.4515197108207
119,1694224165.53,530.6019154509063
120,1694224165.55,534.3992089498025
121,1694224165.57,530.7923411264911
122,1694224165.58,534.1487129290381
123,1694224165.59,529.6663281159255
124,1694224165.61,537.880679040921
125,1694224165.62,526.1520388785245
126,1694224165.64,524.4514696473115
127,1694224165.65,521.3608666993232
128,1694224165.66,515.4914291888406
129,1694224165.68,510.9810664749252
130,1694224165.69,513.6942947490636
131,1694224165.7,498.79214173029834
132,1694224165.72,494.3060723818068
133,1694224165.72,494.7255981966319
134,1694224165.75,498.22317489308574
135,1694224165.76,483.17189149240727
136,1694224165.77,485.1289187149482
137,1694224165.79,486.4356749687739
138,1694224165.8,483.01040941527344
139,1694224165.81,486.5067390789928
140,1694224165.83,483.93881472333146
141,1694224165.84,491.6580568213681
142,1694224165.85,496.03740023135606
143,1694224165.87,492.8599317573655
144,1694224165.88,500.03820409154605
145,1694224165.89,501.3727362437314
146,1694224165.91,504.45801382602946
147,1694224165.91,508.99065919834175
148,1694224165.93,502.5051399252135
149,1694224165.95,512.826195057587
150,1694224165.96,501.6136299735522
151,1694224165.98,504.22842684115784
152,1694224165.98,516.8910316811423
153,1694224166.0,515.8523407847222
154,1694224166.01,515.8867996449945
155,1694224166.03,508.2855972401893
156,1694224166.05,513.8625966294297
157,1694224166.06,519.679437660598
158,1694224166.08,524.651645365872
159,1694224166.08,517.4140194530121
160,1694224166.1,525.1146249779852
161,1694224166.11,532.8156752921369
162,1694224166.12,528.8678400354087
163,1694224166.14,533.5084018101861
164,1694224166.15,546.2663400261744
165,1694224166.17,544.1571048835474
166,1694224166.18,540.3341591982366
167,1694224166.2,545.6352134856796
168,1694224166.21,548.5636787457065
169,1694224166.22,547.9326966048158
170,1694224166.24,548.9989090152349
171,1694224166.24,553.2872628439814
172,1694224166.26,549.0231053675069
173,1694224166.28,545.0479267055309
174,1694224166.3,541.5631389360178
175,1694224166.3,554.8308898288361
176,1694224166.31,550.938751472815
177,1694224166.33,550.6222414779198
178,1694224166.35,553.0097248139496
179,1694224166.37,550.8021056596688
180,1694224166.37,553.3156340831883
181,1694224166.38,556.7252161436326
182,1694224166.4,552.8990650818964
183,1694224166.41,550.3420393434437
184,1694224166.43,552.3814326551125
