,timestamps,emg_signal
0,1694141092.95,431.0190906186561
1,1694141092.95,431.5061434249786
2,1694141092.97,429.9264340058451
3,1694141092.99,426.36107916920963
4,1694141093.0,420.97066100019265
5,1694141093.02,425.8032054312929
6,1694141093.04,409.57598068602874
7,1694141093.05,416.80546316576044
8,1694141093.05,425.07902633909436
9,1694141093.07,427.72584477559053
10,1694141093.08,424.77080488111824
11,1694141093.1,417.5044368150648
12,1694141093.12,418.86241318219106
13,1694141093.12,423.9940990544618
14,1694141093.14,408.52938713859396
15,1694141093.16,416.40759624430666
16,1694141093.17,424.93243343488155
17,1694141093.19,421.68892689355897
18,1694141093.2,418.3331035554027
19,1694141093.21,415.4364934186243
20,1694141093.22,423.0846043573434
21,1694141093.24,415.8982604623002
22,1694141093.26,424.56404048178615
23,1694141093.26,410.95475386727713
24,1694141093.27,417.4757881687313
25,1694141093.29,420.6491897359629
26,1694141093.31,425.0906292213378
27,1694141093.32,422.95452794635486
28,1694141093.33,413.890706205383
29,1694141093.35,417.45998420918966
30,1694141093.37,423.2246018047001
31,1694141093.37,426.0576111880599
32,1694141093.38,416.2307589481966
33,1694141093.4,431.5303835341877
34,1694141093.41,422.2366624403181
35,1694141093.42,422.0602620285172
36,1694141093.44,436.5620830340561
37,1694141093.46,430.35624428546936
38,1694141093.47,431.7756414370995
39,1694141093.49,429.33118721552137
40,1694141093.49,436.05711502604925
41,1694141093.51,446.12327711469896
42,1694141093.52,450.8602076348275
43,1694141093.54,452.28559466033266
44,1694141093.54,448.7355777464427
45,1694141093.57,458.5089303073774
46,1694141093.58,449.06639057987866
